session_code,user_code,content_code,time_,watched_duration,platform,device_type,os_family,os_name,app_version,is_up_to_date
SESSION_00000766,USER_00000000392,CONTENT_00000283,2024-04-24 10:21:50,82,Mobile,Game Console,Android,Ubuntu 22.04,version 1.2.3,1
SESSION_00000767,USER_00000000024,CONTENT_00000642,2024-01-11 21:57:11,113,Computer,Smart TV,Nintendo,iOS 16,version 1.0.0,1
SESSION_00000768,USER_00000000842,CONTENT_00000623,2025-05-19 18:27:44,122,Console,Desktop,Playstation,Xbox,version 2.0.1,1
SESSION_00000769,USER_00000000290,CONTENT_00000405,2024-06-05 16:51:24,110,Mobile,Tablet,macOS,Android 13,version 2.0.1,1
SESSION_00000770,USER_00000000233,CONTENT_00000424,2024-04-16 11:22:35,172,TV,Tablet,macOS,Switch,version 1.0.0,1
SESSION_00000771,USER_00000000297,CONTENT_00000456,2024-11-21 18:54:22,126,Tablet,Tablet,Android,Ubuntu 22.04,version 2.0.1,1
SESSION_00000772,USER_00000000049,CONTENT_00000241,2024-11-09 23:43:11,59,TV,Smartphone,Nintendo,Ubuntu 22.04,version 1.2.3,1
SESSION_00000773,USER_00000000131,CONTENT_00000637,2023-08-15 01:45:53,153,Console,Tablet,Nintendo,Ubuntu 22.04,version 1.2.3,1
SESSION_00000774,USER_00000000906,CONTENT_00000638,2024-04-22 15:18:16,62,TV,Laptop,Nintendo,Xbox,version 1.0.0,1
SESSION_00000775,USER_00000000571,CONTENT_00000144,2024-11-28 13:35:08,113,Mobile,Laptop,Linux,Ubuntu 22.04,version 2.0.1,1
SESSION_00000776,USER_00000000281,CONTENT_00000587,2025-05-06 15:17:26,154,Computer,Laptop,Xbox,tvOS 14,version 1.2.3,1
SESSION_00000777,USER_00000000539,CONTENT_00000257,2024-11-14 17:09:30,114,TV,Game Console,iOS,Windows 11,version 1.2.3,1
SESSION_00000778,USER_00000000668,CONTENT_00000737,2024-10-14 21:23:26,125,Computer,Laptop,Playstation,Android 13,version 3.0.5,1
SESSION_00000779,USER_00000000802,CONTENT_00000422,2024-12-03 03:39:29,166,Mobile,Smart TV,Linux,iPadOS 15,version 2.0.1,1
SESSION_00000780,USER_00000000853,CONTENT_00000155,2024-03-28 05:59:42,47,Computer,Tablet,Android,tvOS 14,version 1.0.0,1
SESSION_00000781,USER_00000000779,CONTENT_00000210,2025-03-02 17:22:19,96,Tablet,Smart TV,Linux,FireOS 6,version 2.0.1,1
SESSION_00000782,USER_00000000022,CONTENT_00000014,2024-05-02 18:43:47,166,Computer,Game Console,FireOS,tvOS 14,version 3.0.5,1
SESSION_00000783,USER_00000000960,CONTENT_00000828,2024-04-19 04:03:13,13,Computer,Laptop,iOS,tvOS 14,version 2.0.1,1
SESSION_00000784,USER_00000000001,CONTENT_00000390,2024-01-23 01:14:03,109,Console,Laptop,Playstation,Android 13,version 1.2.3,1
SESSION_00000785,USER_00000000517,CONTENT_00000745,2023-07-04 12:12:52,69,Computer,Desktop,FireOS,FireOS 6,version 2.0.1,1
SESSION_00000786,USER_00000000997,CONTENT_00000790,2023-09-01 12:29:46,168,TV,Tablet,Nintendo,Switch,version 1.0.0,1
SESSION_00000787,USER_00000000477,CONTENT_00000608,2024-11-02 14:24:20,92,Computer,Tablet,Xbox,iPadOS 15,version 2.1.0,1
SESSION_00000788,USER_00000000437,CONTENT_00000389,2025-04-17 05:24:46,40,Mobile,Laptop,iOS,FireOS 6,version 1.0.0,1
SESSION_00000789,USER_00000000891,CONTENT_00000337,2024-03-14 19:02:33,178,Tablet,Laptop,Playstation,Xbox,version 1.0.0,1
SESSION_00000790,USER_00000000998,CONTENT_00000932,2024-02-23 19:39:39,68,TV,Game Console,Android,iPadOS 15,version 1.0.0,1
SESSION_00000791,USER_00000000619,CONTENT_00000320,2024-03-27 08:30:31,99,Computer,Laptop,Windows,Ubuntu 22.04,version 1.2.3,1
SESSION_00000792,USER_00000000968,CONTENT_00000556,2024-02-03 22:13:22,17,TV,Smart TV,iOS,tvOS 14,version 1.0.0,1
SESSION_00000793,USER_00000000296,CONTENT_00000658,2025-05-01 08:39:30,18,Tablet,Desktop,Xbox,Android 13,version 1.2.3,1
SESSION_00000794,USER_00000000013,CONTENT_00000251,2024-01-07 13:54:55,129,Tablet,Smart TV,Playstation,Windows 11,version 3.0.5,1
SESSION_00000795,USER_00000000350,CONTENT_00000751,2023-10-02 14:40:43,119,Computer,Game Console,macOS,PS5,version 3.0.5,1
SESSION_00000796,USER_00000000427,CONTENT_00000878,2023-12-06 16:06:32,169,Console,Game Console,macOS,Android 13,version 2.0.1,1
SESSION_00000797,USER_00000000589,CONTENT_00000410,2023-11-08 07:04:48,180,TV,Game Console,tvOS,tvOS 14,version 3.0.5,1
SESSION_00000798,USER_00000000060,CONTENT_00000151,2023-12-28 07:56:49,106,Tablet,Desktop,Android,FireOS 6,version 3.0.5,1
SESSION_00000799,USER_00000000913,CONTENT_00000680,2025-01-13 14:20:48,107,Mobile,Tablet,macOS,iPadOS 15,version 1.2.3,1
SESSION_00000800,USER_00000000050,CONTENT_00000991,2023-08-06 07:53:48,177,TV,Desktop,Linux,macOS Ventura,version 1.2.3,1
SESSION_00000801,USER_00000000989,CONTENT_00000457,2024-11-03 21:30:27,120,Tablet,Tablet,tvOS,Android 13,version 2.1.0,1
SESSION_00000802,USER_00000000398,CONTENT_00000624,2024-10-24 06:23:53,147,TV,Tablet,Android,FireOS 6,version 1.2.3,1
SESSION_00000803,USER_00000000522,CONTENT_00000711,2024-03-03 22:52:50,99,Console,Smartphone,Nintendo,iPadOS 15,version 3.0.5,1
SESSION_00000804,USER_00000000499,CONTENT_00000424,2024-04-27 01:43:29,108,Mobile,Tablet,Linux,Android 13,version 1.0.0,1
SESSION_00000805,USER_00000000989,CONTENT_00000275,2024-08-04 00:11:25,92,Console,Laptop,Playstation,Switch,version 2.0.1,1
SESSION_00000806,USER_00000000739,CONTENT_00000206,2023-11-29 05:59:00,74,Tablet,Desktop,Nintendo,macOS Ventura,version 2.0.1,1
SESSION_00000807,USER_00000000681,CONTENT_00000607,2024-08-27 20:28:54,164,Tablet,Smartphone,FireOS,Android 13,version 1.2.3,1
SESSION_00000808,USER_00000000890,CONTENT_00000821,2024-05-12 17:56:56,32,Tablet,Smartphone,FireOS,iPadOS 15,version 2.0.1,1
SESSION_00000809,USER_00000000368,CONTENT_00000414,2025-02-21 19:47:23,25,Mobile,Smartphone,Nintendo,macOS Ventura,version 1.2.3,1
SESSION_00000810,USER_00000000489,CONTENT_00000312,2024-06-25 07:34:42,120,TV,Desktop,Windows,iOS 16,version 2.1.0,1
SESSION_00000811,USER_00000000421,CONTENT_00000393,2024-01-19 19:53:13,91,Console,Tablet,tvOS,Android 13,version 2.0.1,1
SESSION_00000812,USER_00000000082,CONTENT_00000640,2024-05-11 12:44:52,166,Tablet,Laptop,macOS,Android 13,version 1.2.3,1
SESSION_00000813,USER_00000000491,CONTENT_00000404,2023-12-01 11:08:09,102,Computer,Desktop,Windows,PS5,version 3.0.5,1
SESSION_00000814,USER_00000000579,CONTENT_00000484,2024-08-13 00:43:15,133,Tablet,Game Console,Xbox,iPadOS 15,version 1.2.3,1
SESSION_00000815,USER_00000000816,CONTENT_00000643,2024-10-04 20:21:30,121,Computer,Tablet,Playstation,PS5,version 1.0.0,1
SESSION_00000816,USER_00000000331,CONTENT_00000447,2025-01-11 00:08:10,173,Mobile,Smart TV,Xbox,tvOS 14,version 1.0.0,1
SESSION_00000817,USER_00000000597,CONTENT_00000524,2023-06-22 16:29:03,11,Tablet,Tablet,iOS,Windows 11,version 2.1.0,1
SESSION_00000818,USER_00000000715,CONTENT_00000035,2023-09-14 09:19:18,57,Console,Laptop,Playstation,Xbox,version 1.2.3,1
SESSION_00000819,USER_00000000397,CONTENT_00000407,2023-08-06 19:34:44,116,Mobile,Tablet,tvOS,iOS 16,version 1.2.3,1
SESSION_00000820,USER_00000000131,CONTENT_00000743,2024-03-24 19:20:44,97,Mobile,Game Console,Linux,Ubuntu 22.04,version 3.0.5,1
SESSION_00000821,USER_00000000336,CONTENT_00000175,2025-02-11 12:38:53,123,Mobile,Laptop,tvOS,Windows 11,version 2.1.0,1
SESSION_00000822,USER_00000000987,CONTENT_00000692,2024-11-22 00:13:37,66,TV,Smartphone,Linux,Android 13,version 2.1.0,1
SESSION_00000823,USER_00000000763,CONTENT_00000229,2025-02-23 19:26:21,114,Computer,Smartphone,FireOS,FireOS 6,version 2.0.1,1
SESSION_00000824,USER_00000000913,CONTENT_00000533,2024-07-26 03:40:36,111,Tablet,Desktop,tvOS,tvOS 14,version 3.0.5,1
SESSION_00000825,USER_00000000901,CONTENT_00000681,2024-01-22 08:05:00,34,Computer,Tablet,tvOS,Xbox,version 2.0.1,1
SESSION_00000826,USER_00000000359,CONTENT_00000492,2023-11-08 08:34:04,10,Mobile,Smart TV,Nintendo,tvOS 14,version 1.2.3,1
SESSION_00000827,USER_00000000583,CONTENT_00000690,2023-12-16 07:26:45,91,Console,Smart TV,macOS,FireOS 6,version 1.2.3,1
SESSION_00000828,USER_00000000803,CONTENT_00000639,2024-05-12 00:18:09,101,TV,Smartphone,macOS,iOS 16,version 1.0.0,1
SESSION_00000829,USER_00000000856,CONTENT_00000102,2024-11-07 14:44:20,24,Tablet,Desktop,Android,Ubuntu 22.04,version 3.0.5,1
SESSION_00000830,USER_00000000329,CONTENT_00000195,2023-07-27 22:54:37,120,Console,Smart TV,Xbox,Android 13,version 2.0.1,1
SESSION_00000831,USER_00000000164,CONTENT_00000659,2023-06-21 05:02:16,40,Computer,Laptop,iOS,FireOS 6,version 3.0.5,1
SESSION_00000832,USER_00000000641,CONTENT_00000646,2025-04-16 01:17:56,62,Console,Smartphone,FireOS,macOS Ventura,version 1.2.3,1
SESSION_00000833,USER_00000000522,CONTENT_00000401,2023-12-14 18:40:26,10,Tablet,Tablet,Playstation,macOS Ventura,version 1.2.3,1
SESSION_00000834,USER_00000000373,CONTENT_00000757,2025-02-02 13:36:35,115,Mobile,Smart TV,iOS,iPadOS 15,version 2.1.0,1
SESSION_00000835,USER_00000000857,CONTENT_00000756,2025-05-05 17:33:31,35,Mobile,Tablet,macOS,macOS Ventura,version 1.2.3,1
SESSION_00000836,USER_00000000089,CONTENT_00000897,2025-01-18 05:38:06,140,Console,Desktop,iOS,iPadOS 15,version 2.0.1,1
SESSION_00000837,USER_00000000492,CONTENT_00000880,2024-03-21 05:37:32,42,Tablet,Game Console,Nintendo,Switch,version 2.1.0,1
SESSION_00000838,USER_00000000106,CONTENT_00000780,2024-01-09 12:16:58,138,Mobile,Smartphone,Nintendo,Xbox,version 1.0.0,1
SESSION_00000839,USER_00000000531,CONTENT_00000806,2025-05-28 03:23:08,162,Mobile,Smart TV,FireOS,iOS 16,version 1.2.3,1
SESSION_00000840,USER_00000000834,CONTENT_00000371,2024-02-13 11:29:04,167,Tablet,Tablet,Xbox,tvOS 14,version 2.0.1,1
SESSION_00000841,USER_00000000322,CONTENT_00000364,2023-08-03 08:23:59,79,Computer,Laptop,macOS,Ubuntu 22.04,version 2.1.0,1
SESSION_00000842,USER_00000000093,CONTENT_00000111,2024-05-29 15:42:48,30,TV,Smart TV,Xbox,PS5,version 1.2.3,1
SESSION_00000843,USER_00000000718,CONTENT_00000272,2024-05-16 14:22:17,134,TV,Desktop,Linux,Switch,version 2.0.1,1
SESSION_00000844,USER_00000000664,CONTENT_00000828,2024-05-25 06:06:43,44,Tablet,Smart TV,Linux,Switch,version 2.1.0,1
SESSION_00000845,USER_00000000474,CONTENT_00000160,2023-06-14 09:18:52,124,Tablet,Desktop,tvOS,Windows 11,version 2.1.0,1
SESSION_00000846,USER_00000000037,CONTENT_00000456,2024-06-02 02:33:55,76,TV,Desktop,Playstation,Xbox,version 1.0.0,1
SESSION_00000847,USER_00000000003,CONTENT_00000262,2024-01-17 16:09:40,52,Mobile,Tablet,tvOS,iPadOS 15,version 3.0.5,1
SESSION_00000848,USER_00000000218,CONTENT_00000129,2025-03-29 18:05:10,18,Mobile,Smart TV,Linux,macOS Ventura,version 3.0.5,1
SESSION_00000849,USER_00000000881,CONTENT_00000693,2024-12-26 21:36:44,116,Mobile,Tablet,Windows,macOS Ventura,version 3.0.5,1
SESSION_00000850,USER_00000000745,CONTENT_00000318,2024-07-06 18:05:07,168,Mobile,Tablet,Playstation,tvOS 14,version 2.0.1,1
SESSION_00000851,USER_00000000469,CONTENT_00000559,2024-01-14 23:33:58,71,Mobile,Game Console,iOS,Windows 11,version 1.0.0,1
SESSION_00000852,USER_00000000592,CONTENT_00000085,2023-09-09 03:22:01,122,Console,Smart TV,Xbox,Ubuntu 22.04,version 1.2.3,1
SESSION_00000853,USER_00000000930,CONTENT_00000252,2024-04-27 01:37:37,57,Console,Smart TV,Linux,PS5,version 2.1.0,1
SESSION_00000854,USER_00000000774,CONTENT_00000744,2024-04-06 16:53:04,152,Console,Desktop,Playstation,PS5,version 1.0.0,1
SESSION_00000855,USER_00000000765,CONTENT_00000036,2024-05-05 16:19:36,137,TV,Smartphone,Linux,FireOS 6,version 1.0.0,1
SESSION_00000856,USER_00000000231,CONTENT_00000956,2024-01-22 07:02:39,30,Console,Smart TV,Windows,iPadOS 15,version 2.0.1,1
SESSION_00000857,USER_00000000571,CONTENT_00000530,2023-11-16 09:59:37,11,Console,Smart TV,Nintendo,iOS 16,version 2.0.1,1
SESSION_00000858,USER_00000000069,CONTENT_00000101,2023-07-08 05:50:46,140,Computer,Game Console,Xbox,macOS Ventura,version 2.1.0,1
SESSION_00000859,USER_00000000768,CONTENT_00000743,2025-01-08 17:38:25,46,Mobile,Smartphone,Nintendo,FireOS 6,version 2.1.0,1
SESSION_00000860,USER_00000000750,CONTENT_00000202,2024-07-08 05:44:56,49,Computer,Smart TV,Nintendo,iPadOS 15,version 3.0.5,1
SESSION_00000861,USER_00000000279,CONTENT_00000099,2024-11-30 10:37:37,67,Computer,Desktop,Android,PS5,version 3.0.5,1
SESSION_00000862,USER_00000000909,CONTENT_00000601,2024-07-07 18:28:30,171,Mobile,Laptop,Playstation,PS5,version 3.0.5,1
SESSION_00000863,USER_00000000664,CONTENT_00000805,2025-01-24 07:26:01,76,Console,Game Console,Xbox,Switch,version 1.2.3,1
SESSION_00000864,USER_00000000327,CONTENT_00000061,2024-05-06 19:45:04,51,Computer,Tablet,tvOS,Switch,version 3.0.5,1
SESSION_00000865,USER_00000000099,CONTENT_00000130,2023-07-01 13:19:21,33,Mobile,Game Console,Windows,Windows 11,version 1.0.0,1
SESSION_00000866,USER_00000000296,CONTENT_00000658,2025-04-28 08:23:56,122,Console,Smartphone,Xbox,tvOS 14,version 2.0.1,1
SESSION_00000867,USER_00000000359,CONTENT_00000135,2024-06-27 16:11:33,153,TV,Smart TV,macOS,FireOS 6,version 1.0.0,1
SESSION_00000868,USER_00000000101,CONTENT_00000812,2023-09-20 06:51:32,158,TV,Game Console,Playstation,Xbox,version 3.0.5,1
SESSION_00000869,USER_00000000950,CONTENT_00000996,2024-06-19 18:03:10,95,Computer,Desktop,Linux,Android 13,version 1.2.3,1
SESSION_00000870,USER_00000000773,CONTENT_00000064,2024-10-17 02:25:18,129,Mobile,Game Console,Linux,Windows 11,version 2.0.1,1
SESSION_00000871,USER_00000000564,CONTENT_00000642,2024-01-31 12:44:21,83,Console,Game Console,tvOS,Android 13,version 2.1.0,1
SESSION_00000872,USER_00000000260,CONTENT_00000467,2025-05-16 23:04:42,64,TV,Smartphone,macOS,PS5,version 2.1.0,1
SESSION_00000873,USER_00000000243,CONTENT_00000405,2025-03-22 15:54:28,66,Tablet,Smartphone,Linux,Ubuntu 22.04,version 3.0.5,1
SESSION_00000874,USER_00000000387,CONTENT_00000429,2024-11-20 05:48:33,73,Console,Tablet,iOS,iOS 16,version 3.0.5,1
SESSION_00000875,USER_00000000623,CONTENT_00000910,2025-04-29 11:04:51,44,Tablet,Smartphone,FireOS,macOS Ventura,version 1.0.0,1
SESSION_00000876,USER_00000000993,CONTENT_00000040,2024-07-16 18:53:16,16,TV,Laptop,FireOS,tvOS 14,version 2.1.0,1
SESSION_00000877,USER_00000000464,CONTENT_00000392,2023-08-07 13:47:56,136,Tablet,Laptop,Android,Android 13,version 3.0.5,1
SESSION_00000878,USER_00000000185,CONTENT_00000350,2025-03-27 18:15:47,88,Mobile,Desktop,macOS,PS5,version 1.0.0,1
SESSION_00000879,USER_00000000925,CONTENT_00000455,2024-11-24 09:15:20,116,Computer,Game Console,Android,Xbox,version 2.1.0,1
SESSION_00000880,USER_00000000069,CONTENT_00000147,2025-04-03 07:23:10,152,Mobile,Game Console,FireOS,Windows 11,version 3.0.5,1
SESSION_00000881,USER_00000000624,CONTENT_00000344,2025-01-27 04:24:47,92,Mobile,Smartphone,iOS,iPadOS 15,version 1.2.3,1
SESSION_00000882,USER_00000000988,CONTENT_00000876,2025-04-06 17:08:54,46,Tablet,Laptop,Linux,macOS Ventura,version 2.0.1,1
SESSION_00000883,USER_00000000786,CONTENT_00000174,2024-01-14 01:28:31,124,Console,Smart TV,FireOS,Windows 11,version 1.0.0,1
SESSION_00000884,USER_00000000234,CONTENT_00000421,2025-04-22 09:13:14,36,Computer,Game Console,Linux,Windows 11,version 2.1.0,1
SESSION_00000885,USER_00000000513,CONTENT_00000895,2025-04-13 21:04:13,167,Mobile,Smartphone,Nintendo,Xbox,version 2.0.1,1
SESSION_00000886,USER_00000000429,CONTENT_00000308,2023-11-09 00:30:41,35,Console,Game Console,Xbox,iOS 16,version 3.0.5,1
SESSION_00000887,USER_00000000164,CONTENT_00000221,2023-11-08 03:59:54,163,TV,Tablet,Android,iPadOS 15,version 1.0.0,1
SESSION_00000888,USER_00000000376,CONTENT_00000993,2024-02-13 06:01:10,162,Mobile,Laptop,macOS,macOS Ventura,version 1.0.0,1
SESSION_00000889,USER_00000000633,CONTENT_00000518,2024-07-07 12:41:58,154,Tablet,Desktop,Linux,Xbox,version 2.0.1,1
SESSION_00000890,USER_00000000751,CONTENT_00000261,2025-02-22 14:23:38,16,TV,Smartphone,FireOS,iOS 16,version 3.0.5,1
SESSION_00000891,USER_00000000338,CONTENT_00000569,2024-10-21 08:44:26,91,Mobile,Smart TV,Xbox,FireOS 6,version 1.0.0,1
SESSION_00000892,USER_00000000681,CONTENT_00000514,2024-12-02 08:00:37,140,Computer,Tablet,Xbox,Ubuntu 22.04,version 1.2.3,1
SESSION_00000893,USER_00000000010,CONTENT_00000456,2024-08-26 19:48:05,107,Mobile,Tablet,Xbox,Ubuntu 22.04,version 2.0.1,1
SESSION_00000894,USER_00000000354,CONTENT_00000388,2023-12-23 02:44:50,178,Console,Smart TV,Xbox,Switch,version 2.1.0,1
SESSION_00000895,USER_00000000191,CONTENT_00000723,2024-09-13 22:13:43,106,Console,Game Console,Nintendo,macOS Ventura,version 2.1.0,1
SESSION_00000896,USER_00000000812,CONTENT_00000389,2024-05-21 23:23:09,86,Mobile,Laptop,Android,FireOS 6,version 3.0.5,1
SESSION_00000898,USER_00000000761,CONTENT_00000972,2024-04-12 01:45:49,131,TV,Desktop,Windows,Android 13,version 3.0.5,1
SESSION_00000899,USER_00000000176,CONTENT_00000019,2024-03-07 10:24:09,34,Computer,Laptop,FireOS,tvOS 14,version 1.2.3,1
SESSION_00000900,USER_00000000339,CONTENT_00000823,2023-07-11 13:53:02,162,Mobile,Smart TV,Playstation,iPadOS 15,version 1.2.3,1
SESSION_00000901,USER_00000000378,CONTENT_00000879,2025-01-11 15:26:20,130,Computer,Laptop,Linux,Switch,version 1.0.0,1
SESSION_00000902,USER_00000000061,CONTENT_00000352,2023-11-09 19:50:49,126,Console,Laptop,Windows,iOS 16,version 1.0.0,1
SESSION_00000903,USER_00000000369,CONTENT_00000563,2025-01-01 01:02:09,161,Console,Game Console,macOS,Windows 11,version 3.0.5,1
SESSION_00000904,USER_00000000662,CONTENT_00000798,2024-05-05 21:07:36,42,Tablet,Game Console,macOS,iOS 16,version 2.1.0,1
SESSION_00000905,USER_00000000704,CONTENT_00000807,2023-09-16 02:08:00,123,Computer,Smartphone,iOS,Switch,version 2.0.1,1
SESSION_00000906,USER_00000000646,CONTENT_00000454,2023-11-21 16:53:11,60,Tablet,Laptop,iOS,Ubuntu 22.04,version 2.0.1,1
SESSION_00000907,USER_00000000182,CONTENT_00000905,2023-10-01 05:14:57,123,Computer,Smart TV,Playstation,macOS Ventura,version 2.1.0,1
SESSION_00000908,USER_00000000599,CONTENT_00000676,2024-12-02 20:23:58,90,Computer,Laptop,Linux,Switch,version 2.0.1,1
SESSION_00000909,USER_00000000500,CONTENT_00000200,2024-04-14 04:01:53,106,Computer,Laptop,macOS,tvOS 14,version 3.0.5,1
SESSION_00000910,USER_00000000719,CONTENT_00000263,2024-03-20 22:26:01,138,Computer,Desktop,FireOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000911,USER_00000000577,CONTENT_00000930,2025-03-26 03:12:47,61,Computer,Smartphone,Windows,tvOS 14,version 1.2.3,1
SESSION_00000912,USER_00000000850,CONTENT_00000818,2024-07-21 07:09:42,107,Mobile,Game Console,Windows,Ubuntu 22.04,version 2.0.1,1
SESSION_00000913,USER_00000000153,CONTENT_00000467,2024-03-08 22:25:41,172,Mobile,Smart TV,macOS,tvOS 14,version 3.0.5,1
SESSION_00000914,USER_00000000686,CONTENT_00000570,2024-05-05 08:46:52,133,Console,Desktop,Playstation,iOS 16,version 2.1.0,1
SESSION_00000915,USER_00000000816,CONTENT_00000517,2023-11-06 12:29:20,26,Tablet,Laptop,Nintendo,Windows 11,version 2.0.1,1
SESSION_00000916,USER_00000000352,CONTENT_00000803,2024-11-06 16:32:57,169,Mobile,Smart TV,Android,macOS Ventura,version 1.0.0,1
SESSION_00000917,USER_00000000533,CONTENT_00000774,2024-09-18 14:23:14,116,Console,Smartphone,FireOS,FireOS 6,version 3.0.5,1
SESSION_00000918,USER_00000000721,CONTENT_00000255,2024-08-06 22:46:31,12,Mobile,Tablet,Nintendo,iPadOS 15,version 3.0.5,1
SESSION_00000919,USER_00000000953,CONTENT_00000537,2025-04-07 00:11:27,48,Mobile,Desktop,macOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000920,USER_00000000603,CONTENT_00000721,2024-08-22 04:29:01,110,TV,Desktop,Xbox,Windows 11,version 1.2.3,1
SESSION_00000921,USER_00000000525,CONTENT_00000887,2024-02-27 04:35:36,44,Mobile,Smart TV,Nintendo,tvOS 14,version 2.1.0,1
SESSION_00000922,USER_00000000644,CONTENT_00000138,2024-07-23 01:16:55,21,TV,Desktop,Xbox,Ubuntu 22.04,version 2.1.0,1
SESSION_00000923,USER_00000000539,CONTENT_00000974,2023-08-19 09:45:52,32,TV,Desktop,macOS,FireOS 6,version 1.2.3,1
SESSION_00000924,USER_00000000775,CONTENT_00000806,2024-07-17 21:59:06,95,Console,Desktop,macOS,tvOS 14,version 1.2.3,1
SESSION_00000925,USER_00000000799,CONTENT_00000946,2024-04-23 02:44:32,80,Mobile,Smartphone,FireOS,FireOS 6,version 1.0.0,1
SESSION_00000926,USER_00000000292,CONTENT_00000759,2024-09-15 05:36:38,120,Mobile,Smart TV,Linux,Xbox,version 2.1.0,1
SESSION_00000927,USER_00000000338,CONTENT_00000964,2024-09-20 16:06:39,99,Tablet,Tablet,Playstation,Switch,version 2.0.1,1
SESSION_00000928,USER_00000000495,CONTENT_00000040,2023-08-23 10:13:33,60,Computer,Laptop,Linux,Ubuntu 22.04,version 1.2.3,1
SESSION_00000929,USER_00000000954,CONTENT_00000079,2024-04-16 16:02:18,15,Mobile,Smart TV,iOS,Switch,version 1.0.0,1
SESSION_00000930,USER_00000000414,CONTENT_00000146,2023-09-27 20:34:55,114,Computer,Laptop,Windows,Ubuntu 22.04,version 2.1.0,1
SESSION_00000931,USER_00000000922,CONTENT_00000760,2024-04-09 23:22:37,115,Tablet,Desktop,Android,tvOS 14,version 1.2.3,1
SESSION_00000932,USER_00000000105,CONTENT_00000688,2024-04-18 09:45:01,92,Console,Game Console,Playstation,Switch,version 2.0.1,1
SESSION_00000933,USER_00000000970,CONTENT_00000833,2024-11-01 13:42:17,88,TV,Game Console,Nintendo,iPadOS 15,version 3.0.5,1
SESSION_00000934,USER_00000000818,CONTENT_00000068,2023-07-01 15:44:26,147,TV,Tablet,Playstation,Ubuntu 22.04,version 2.1.0,1
SESSION_00000935,USER_00000000431,CONTENT_00000994,2025-01-20 10:09:27,180,TV,Tablet,tvOS,iOS 16,version 1.2.3,1
SESSION_00000936,USER_00000000365,CONTENT_00000118,2023-08-07 14:09:48,44,TV,Smartphone,Playstation,iPadOS 15,version 2.1.0,1
SESSION_00000937,USER_00000000745,CONTENT_00000427,2024-07-12 12:55:44,14,Tablet,Laptop,FireOS,Xbox,version 3.0.5,1
SESSION_00000938,USER_00000000864,CONTENT_00000816,2024-10-18 02:23:25,75,Console,Laptop,Windows,iPadOS 15,version 2.0.1,1
SESSION_00000939,USER_00000000531,CONTENT_00000790,2024-01-13 01:18:13,125,Tablet,Desktop,Windows,tvOS 14,version 2.1.0,1
SESSION_00000940,USER_00000000729,CONTENT_00000602,2024-05-28 13:32:57,158,Console,Desktop,Xbox,tvOS 14,version 2.1.0,1
SESSION_00000941,USER_00000000566,CONTENT_00000282,2023-07-01 19:08:50,133,TV,Tablet,Windows,macOS Ventura,version 2.1.0,1
SESSION_00000942,USER_00000000181,CONTENT_00000609,2025-04-26 04:14:35,96,Console,Desktop,Android,iPadOS 15,version 1.2.3,1
SESSION_00000943,USER_00000000115,CONTENT_00000100,2025-02-15 03:32:35,165,Tablet,Desktop,Linux,Ubuntu 22.04,version 2.1.0,1
SESSION_00000944,USER_00000000966,CONTENT_00000499,2024-11-17 18:56:41,37,Tablet,Game Console,FireOS,PS5,version 1.2.3,1
SESSION_00000945,USER_00000000546,CONTENT_00000783,2025-05-17 20:56:50,159,Tablet,Tablet,Android,tvOS 14,version 2.1.0,1
SESSION_00000946,USER_00000000359,CONTENT_00000557,2024-03-31 11:40:25,20,Console,Game Console,Android,PS5,version 3.0.5,1
SESSION_00000947,USER_00000000456,CONTENT_00000468,2024-05-15 21:07:37,79,Tablet,Game Console,Xbox,macOS Ventura,version 1.0.0,1
SESSION_00000950,USER_00000000710,CONTENT_00000375,2025-05-26 10:54:59,173,Tablet,Desktop,Xbox,Android 13,version 1.0.0,1
SESSION_00000951,USER_00000000062,CONTENT_00000350,2023-07-12 01:49:29,46,Mobile,Game Console,tvOS,FireOS 6,version 1.0.0,1
SESSION_00000952,USER_00000000036,CONTENT_00000524,2023-07-01 13:36:06,170,Mobile,Laptop,Linux,Ubuntu 22.04,version 1.2.3,1
SESSION_00000953,USER_00000000216,CONTENT_00000707,2024-03-25 15:07:30,166,Computer,Smart TV,Nintendo,Ubuntu 22.04,version 2.1.0,1
SESSION_00000954,USER_00000000741,CONTENT_00000008,2024-06-02 19:09:18,108,Mobile,Tablet,Playstation,iOS 16,version 3.0.5,1
SESSION_00000955,USER_00000000422,CONTENT_00000394,2025-01-25 12:52:44,139,TV,Tablet,Xbox,Windows 11,version 1.0.0,1
SESSION_00000956,USER_00000000767,CONTENT_00000850,2024-08-19 13:04:04,179,Mobile,Laptop,Linux,Switch,version 1.0.0,1
SESSION_00000957,USER_00000000722,CONTENT_00000976,2024-05-13 04:23:46,71,Tablet,Game Console,Nintendo,Switch,version 2.0.1,1
SESSION_00000958,USER_00000000924,CONTENT_00000167,2024-04-11 15:10:24,61,Computer,Smartphone,Playstation,tvOS 14,version 2.0.1,1
SESSION_00000959,USER_00000000988,CONTENT_00000009,2024-07-07 03:21:56,114,Mobile,Laptop,Android,Ubuntu 22.04,version 1.0.0,1
